set_no,name,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,inventory_url,minifig_url,store_price,current_price,rating_value,rating_votes,tags,set_type,packaging,notes
1144-1,Train Baseplate,Miscellaneous,Service Packs,Trains,1981.0,2.0,0.0,,,,"New: $29, Used: Not known",,,,Normal,,
1145-1, Bogie Plate,Miscellaneous,Service Packs,Trains,1981.0,2.0,0.0,,,,"New: $9, Used: Not known",,,,Normal,,
1146-1,"Pushrods, Cylinder Housings",Miscellaneous,Service Packs,Trains,1981.0,6.0,0.0,,,,"New: $24, Used: Not known",,,,Normal,,
1147-1,"Light Prisms & Holder, Red/Yellow Light Covers",Miscellaneous,Service Packs,Trains,1981.0,7.0,0.0,,,,"New: $4, Used: Not known",,,,Normal,,
1581-1,Silja Line Ferry,Miscellaneous,Promotional,Ferries,1981.0,182.0,0.0,,,,"New: Not known, Used: Not known",,,Silja Line,Normal,Box,Promotional release with Silja Line Ferries.
2330-1,Basic Set,Pre-school,Duplo,,1981.0,9.0,1.0,,/minifigs/inset-2330-1,,"New: Not known, Used: Not known",,,,Normal,,
2340-1,Basic Set,Pre-school,Duplo,,1981.0,17.0,1.0,,/minifigs/inset-2340-1,,"New: Not known, Used: Not known",,,,Normal,,
2350-1,Basic Building Set,Pre-school,Duplo,,1981.0,22.0,2.0,,/minifigs/inset-2350-1,,"New: Not known, Used: $15",,,,Normal,Box,
2360-1,Basic Set,Pre-school,Duplo,,1981.0,32.0,3.0,,/minifigs/inset-2360-1,,"New: Not known, Used: Not known",,,,Normal,,
2370-1,Basic Set,Pre-school,Duplo,,1981.0,45.0,4.0,,/minifigs/inset-2370-1,,"New: Not known, Used: Not known",,,,Normal,,
2624-1,Helicopter,Pre-school,Duplo,,1981.0,2.0,1.0,,/minifigs/inset-2624-1,,"New: Not known, Used: $10",,,Helicopter,Normal,,
2644-1,Service Station,Pre-school,Duplo,,1981.0,14.0,2.0,,/minifigs/inset-2644-1,,"New: Not known, Used: Not known",,,"Car, Service Station, Service Vehicle, Tow Truck, Truck",Normal,,
3601-1,Elton Elephant,Junior,Fabuland,,1981.0,6.0,1.0,,/minifigs/inset-3601-1,,"New: Not known, Used: $8",3.0,1review,,Normal,,
3603-1,Boris Bulldog and Mailbox,Junior,Fabuland,,1981.0,5.0,1.0,,/minifigs/inset-3603-1,,"New: Not known, Used: $6",3.0,1review,"Mail, Post",Normal,,
3615-1,Percy Pig,Junior,Fabuland,,1981.0,4.0,1.0,,/minifigs/inset-3615-1,,"New: Not known, Used: $7",,,,Normal,,
3628-1,Perry Panda and Chester Chimp,Junior,Fabuland,,1981.0,3.0,2.0,,/minifigs/inset-3628-1,,"New: $25, Used: $10",4.0,1review,Motorcycle,Normal,,
3629-1,Barney Bear,Junior,Fabuland,,1981.0,16.0,1.0,,/minifigs/inset-3629-1,,"New: $52, Used: $9",,,Car,Normal,,
3635-1,Bonnie Bunny's Camper,Junior,Fabuland,,1981.0,25.0,1.0,,/minifigs/inset-3635-1,,"New: $125, Used: $16",3.5,2,"Camper, Camper Van, Car",Normal,,
6075-2,Castle,Historical,Castle,Classic,1981.0,767.0,14.0,,/minifigs/inset-6075-2,$48.00,"New: Not known, Used: $345",5.0,1review,"Baseplate, Brick Built Animals, Castle, Classic Knights, Drawbridge, Enclosed Fortress, Horse",Normal,,US only. US version of 375-2 
6077-1,Knight's Procession,Historical,Castle,Classic,1981.0,48.0,6.0,,/minifigs/inset-6077-1,$5.00,"New: Not known, Used: $43",4.0,1review,"Cart, Classic Knights",Normal,Box,US only. US version of 677-1 
6083-1,Knight's Joust,Historical,Castle,Classic,1981.0,211.0,6.0,,/minifigs/inset-6083-1,$16.00,"New: Not known, Used: $195",,,"Baseplate, Brick Built Animals, Classic Knights, Horse, Tent, Tournaments",Normal,Box,US only. US version of 383-2 
6365-1,Summer Cottage,Modern day,Town,Leisure,1981.0,144.0,1.0,,/minifigs/inset-6365-1,,"New: $211, Used: $32",4.7,6,"Baseplate, Bedroom, House, Kitchen",Normal,Box,
6382-1,Fire Station,Modern day,Town,Fire,1981.0,390.0,4.0,,/minifigs/inset-6382-1,$25.00,"New: $417, Used: $53",4.7,10,"Bedroom, Fire Station, Fire Truck, Road Baseplate, Truck",Normal,Box,
6383-1,Public Works Center,Modern day,Town,Maintenance,1981.0,421.0,4.0,,/minifigs/inset-6383-1,$30.00,"New: $799, Used: $266",5.0,6,"Construction, Crane, Dump Truck, Front Loader, Road Baseplate, Service Station, Service Vehicle, Tipper Truck",Normal,Box,Limited release - NA and Germany.
6600-1,Police Patrol,Modern day,Town,Classic,1981.0,23.0,1.0,,/minifigs/inset-6600-1,,"New: Not known, Used: $20",3.5,2,"Police, Police Car",Normal,Box,US version of 600-2 
6602-1,Fire Unit I,Modern day,Town,Classic,1981.0,29.0,1.0,,/minifigs/inset-6602-1,,"New: Not known, Used: $6",2.0,1review,"Fire, Fire Car",Normal,Box,US version of 602-1 
6610-1,Gas Pumps,Modern day,Town,Shops and Services,1981.0,29.0,1.0,,/minifigs/inset-6610-1,,"New: $84, Used: $8",4.3,3,"Service Station, Shell",Normal,Box,
6611-1,Fire Chief's Car,Modern day,Town,Fire,1981.0,20.0,1.0,,/minifigs/inset-6611-1,,"New: $88, Used: $3",4.0,3,"Fire, Fire Car",Normal,Box,Included in 1976-1 1978-2 
6626-1,Rescue Helicopter,Modern day,Town,Classic,1981.0,37.0,0.0,,,,"New: Not known, Used: $14",,,"Aircraft, Ambulance, Helicopter, Medical",Normal,Box,US version of 626-2 
6628-1,Shell Tow Truck,Modern day,Town,Vehicles,1981.0,38.0,0.0,,,,"New: $53, Used: $5",3.8,5,"Service Vehicle, Shell, Tow Truck, Truck",Normal,Box,Included in 1976-1 
6629-1,Ambulance,Modern day,Town,Medical,1981.0,39.0,1.0,,/minifigs/inset-6629-1,,"New: $110, Used: $5",4.0,2,"Ambulance, Car, Convertible, Medical",Normal,Box,Included in 1976-1 
6630-1,Bucket Loader,Modern day,Town,Construction,1981.0,34.0,1.0,,/minifigs/inset-6630-1,,"New: $125, Used: $5",4.3,3,"Construction, Front Loader",Normal,Box,
6650-1,Fire and Rescue Van,Modern day,Town,Fire,1981.0,46.0,1.0,,/minifigs/inset-6650-1,,"New: $127, Used: $7",4.0,2,"Fire, Fire Truck, Truck",Normal,Box,
6680-1,Ambulance,Modern day,Town,Medical,1981.0,63.0,2.0,,/minifigs/inset-6680-1,,"New: $148, Used: $13",5.0,2,"Ambulance, Medical",Normal,Box,
6681-1,Police Van,Modern day,Town,Police,1981.0,82.0,1.0,,/minifigs/inset-6681-1,,"New: $500, Used: $9",4.7,3,"Police, Police Car, Truck, Van",Normal,Box,
6691-1,Red Cross Helicopter,Modern day,Town,Medical,1981.0,107.0,2.0,,/minifigs/inset-6691-1,,"New: $78, Used: $13",4.3,3,"Aircraft, Ambulance, Helicopter, Medical, Propeller Aircraft",Normal,Box,
6801-1,Moon Buggy,Action/Adventure,Space,Classic,1981.0,22.0,1.0,,/minifigs/inset-6801-1,,"New: $70, Used: $9",4.7,6,Spaceship,Normal,,Included in 1977-1 
6822-1,Space Digger,Action/Adventure,Space,Classic,1981.0,33.0,1.0,,/minifigs/inset-6822-1,,"New: $52, Used: $6",3.7,6,Spaceship,Normal,,Included in 1977-1 1999-1 
6842-1,Small Space Shuttle Craft,Action/Adventure,Space,Classic,1981.0,46.0,1.0,,/minifigs/inset-6842-1,,"New: $113, Used: $9",3.6,5,"Classic Space Logo, Spaceship",Normal,,
6870-1,Space Probe Launcher,Action/Adventure,Space,Classic,1981.0,60.0,1.0,,/minifigs/inset-6870-1,,"New: $112, Used: $10",3.3,6,"Ground Vehicle, Launcher, Spaceship",Normal,Box,
6927-1,All-Terrain Vehicle,Action/Adventure,Space,Classic,1981.0,170.0,2.0,,/minifigs/inset-6927-1,$14.50,"New: $299, Used: $42",4.5,8,"Ground Vehicle, Mobile Base",Normal,,
6929-1,Star Fleet Voyager,Action/Adventure,Space,Classic,1981.0,242.0,1.0,,/minifigs/inset-6929-1,$15.00,"New: $650, Used: $62",4.8,12,Spaceship,Normal,,See also 1593-1 
7725-1,Electric Passenger Train Set,Modern day,Trains,4.5/12 V,1981.0,485.0,1.0,,/minifigs/inset-7725-1,$70.00,"New: $986, Used: $181",4.4,5,"12V, Deutsche Bundesbahn, Electric, Electric Locomotive, Electric Motor, Multibuild, Passenger Coach, Passenger Train, Public Transport, Train Track",Normal,,
7777-1,Trains Ideas Book,Miscellaneous,Books,LEGO,1981.0,,0.0,,,,"New: Not known, Used: Not known",4.5,2,"Lego Ideas Book, Train",Book,,
7862-1,Remote Controlled Decoupling and Signal 12 V,Modern day,Trains,4.5/12 V,1981.0,16.0,0.0,,,,"New: $158, Used: $90",3.0,1review,"12V, Electric, Train Accessory, Train Track",Normal,,
8710-1,Technical Elements,Technical,Technic,Supplementary,1981.0,124.0,0.0,/inventories/8710-1,,,"New: $49, Used: $34",4.0,1review,,Normal,Box,
8844-1,Helicopter,Technical,Technic,,1981.0,316.0,0.0,,,,"New: $131, Used: $27",4.3,3,"Aircraft, Helicopter, Propeller Aircraft",Normal,Box,
8845-1,Dune Buggy,Technical,Technic,,1981.0,174.0,0.0,,,$20.00,"New: $295, Used: $20",3.6,8,"Dune Buggy, Functional Steering, Off Roader, Sprung",Normal,Box,
8848-1,Power Truck,Technical,Technic,,1981.0,398.0,0.0,,,,"New: $425, Used: $49",4.2,6,"Front Loader, Tipper Truck, Truck",Normal,Box,
8859-1,Tractor,Technical,Technic,,1981.0,610.0,0.0,,,,"New: Not known, Used: $105",3.7,6,"Flagship Set, Tractor",Normal,Box,
599-1,"Basic Building Set, 5+",Basic,Basic,,1982.0,748.0,3.0,,/minifigs/inset-599-1,,"New: $564, Used: Not known",,,"Baseplate, Boat, Brick Built Animals, Camel, Car, Delivery Truck, Egypt, Horse, House, Lamppost, Mobile Crane, Propeller Aircraft, Shop, Trailer, Wind Up Motor",Normal,,
1066-1,Little People with Accessories,Educational,Dacta,Town,1982.0,138.0,36.0,,/minifigs/inset-1066-1,,"New: $118, Used: Not known",,,"Construction, Fire, Medical, Minifigure Pack, Police",Normal,,
1082-1,Roof Bricks,Educational,Dacta,,1982.0,336.0,0.0,,,,"New: $64, Used: Not known",,,,Normal,,
1201-1,Hooks,Miscellaneous,Service Packs,,1982.0,,0.0,,,,"New: Not known, Used: Not known",,,,Normal,,
1205-1,Keys for wind-up motor,Miscellaneous,Service Packs,,1982.0,2.0,0.0,,,,"New: $2, Used: $1",,,"Polybag, Wind Up Motor",Normal,Polybag,
1209-1,{Fences and Gates},Miscellaneous,Service Packs,,1982.0,10.0,0.0,,,,"New: $6, Used: Not known",,,Polybag,Normal,Polybag,
1211-1,Space Stands and Brackets,Miscellaneous,Service Packs,Space,1982.0,8.0,0.0,,,$2.25,"New: $5, Used: Not known",,,Polybag,Normal,Polybag,
1221-1,Yellow beams,Miscellaneous,Service Packs,Technic,1982.0,8.0,0.0,,,,"New: $9, Used: Not known",,,Polybag,Normal,Polybag,
1222-1,Blue beams,Miscellaneous,Service Packs,Technic,1982.0,8.0,0.0,,,,"New: $10, Used: Not known",,,Polybag,Normal,Polybag,
1223-1,Black beams,Miscellaneous,Service Packs,Technic,1982.0,8.0,0.0,,,,"New: $7, Used: Not known",,,Polybag,Normal,Polybag,
1224-1,Red beams,Miscellaneous,Service Packs,Technic,1982.0,8.0,0.0,,,,"New: $9, Used: Not known",,,Polybag,Normal,Polybag,
1226-1,Tractor wheels and tyres,Miscellaneous,Service Packs,,1982.0,12.0,0.0,,,,"New: $6, Used: Not known",,,Polybag,Normal,Polybag,
1590-2,Breakdown Assistance,Modern day,Town,Special,1982.0,233.0,4.0,,/minifigs/inset-1590-2,,"New: Not known, Used: $166",4.0,1review,"ANWB, Car, Netherlands, Pedestrian Crossing, Road Baseplate, Service Station, Service Vehicle, Tow Truck, Transport Vehicle",Normal,Box,"Promotional release with ANWB, Holland."
1600-1,Pampers Gift Pack,Pre-school,Duplo,,1982.0,5.0,1.0,,/minifigs/inset-1600-1,,"New: Not known, Used: Not known",,,,Normal,Box,Available only in the Netherlands.
1656-2,Viking Line Ferry,Miscellaneous,Promotional,Ferries,1982.0,244.0,0.0,,,,"New: Not known, Used: $91",,,Viking Line,Normal,Box,Promotional release with Viking Line Ferries.
1658-1,Viking Line Ferry 'Viking Saga',Miscellaneous,Promotional,Ferries,1982.0,207.0,0.0,,,,"New: Not known, Used: $299",4.0,2,Viking Line,Normal,Box,Promotional release with Viking Line Ferries.
1905-1,Mini Building Set,Basic,Basic,,1982.0,36.0,0.0,,,,"New: $4, Used: Not known",,,"Aircraft, Duck",Normal,Box,
1910-1,3+ Building Set,Basic,Basic,,1982.0,85.0,0.0,,,,"New: Not known, Used: Not known",,,,Normal,,
1920-1,Promo Basic Set,Basic,Basic,,1982.0,115.0,0.0,,,,"New: Not known, Used: Not known",,,"Brick Built Animals, Car, Elephant, Windmill",Normal,Box,
1922-2,Basic Building Set with Storage Case,Basic,Basic,,1982.0,52.0,0.0,,,,"New: Not known, Used: Not known",,,"Brick Built Animals, Duck, Storage",Normal,Other,
2302-1,Building Plate Red,Pre-school,Duplo,,1982.0,1.0,0.0,,,,"New: Not known, Used: Not known",,,Baseplate,Normal,,
2306-2,Supplementary Bricks,Pre-school,Duplo,,1982.0,18.0,0.0,,,,"New: Not known, Used: Not known",,,,Normal,Box,
2308-1,Basic Set,Pre-school,Duplo,,1982.0,,0.0,,,,"New: Not known, Used: Not known",,,,Normal,,
2622-1,Little Plane,Pre-school,Duplo,,1982.0,2.0,1.0,,/minifigs/inset-2622-1,,"New: Not known, Used: $7",,,"Aircraft, Airplane, Propeller Aircraft",Normal,,
2635-1,Fire Engine,Pre-school,Duplo,,1982.0,4.0,1.0,,/minifigs/inset-2635-1,,"New: Not known, Used: $7",,,Fire Truck,Normal,,
2641-1,Barnyard,Pre-school,Duplo,,1982.0,21.0,1.0,,/minifigs/inset-2641-1,,"New: Not known, Used: $12",,,"Cart, Chicken, Farm, Horse, Sheep, Windmill",Normal,Box,
2642-1,Living Room,Pre-school,Duplo,,1982.0,26.0,4.0,,/minifigs/inset-2642-1,,"New: Not known, Used: Not known",,,,Normal,Box,
2648-1,Play-Box Home and Garage,Pre-school,Duplo,,1982.0,18.0,2.0,,/minifigs/inset-2648-1,,"New: Not known, Used: $56",,,"Bedroom, Car",Normal,,
3654-1,Lisa Lamb's House,Junior,Fabuland,,1982.0,32.0,1.0,,/minifigs/inset-3654-1,$10.00,"New: $140, Used: $16",,,"Baseplate, House",Normal,,
3666-1,Billy Bear and Mortimer Mouse's Service Station,Junior,Fabuland,,1982.0,28.0,2.0,,/minifigs/inset-3666-1,,"New: Not known, Used: $99",,,"Baseplate, Motor Trike, Service Station, Service Vehicle, Tow Truck",Normal,,
3667-1,Pat and Freddy's Shop,Junior,Fabuland,,1982.0,58.0,2.0,,/minifigs/inset-3667-1,,"New: Not known, Used: $79",4.0,1review,"Baseplate, Shop",Normal,,
3669-1,Fire Station,Junior,Fabuland,,1982.0,33.0,3.0,,/minifigs/inset-3669-1,,"New: Not known, Used: $49",,,"Baseplate, Camera, Fire Car, Fire Station, Motor Trike, Motorcycle",Normal,,
3672-1,The Motel,Junior,Fabuland,,1982.0,60.0,3.0,,/minifigs/inset-3672-1,,"New: Not known, Used: $90",5.0,1review,"Baseplate, Hotel",Normal,,
3678-1,Lionel Lion's Lodge,Junior,Fabuland,,1982.0,123.0,4.0,,/minifigs/inset-3678-1,,"New: Not known, Used: $224",,,"Baseplate, Car",Normal,,
3694-1,Figure collection,Junior,Fabuland,,1982.0,,0.0,,,,"New: Not known, Used: Not known",,,,Normal,,Exact contents and availability not known. It could possibly have been a promotional or shop display set.
3695-1,Figure collection,Junior,Fabuland,,1982.0,,80.0,,/minifigs/inset-3695-1,,"New: Not known, Used: Not known",,,,Normal,,Exact contents and availability not known. It could possibly have been a promotional or shop display set.
3701-1,Charlie Cat the fisherman,Junior,Fabuland,,1982.0,2.0,1.0,,/minifigs/inset-3701-1,$1.50,"New: $17, Used: $8",4.0,2,,Normal,,
3703-1,Peter Pig the Cook,Junior,Fabuland,,1982.0,2.0,1.0,,/minifigs/inset-3703-1,,"New: $1, Used: $6",3.0,1review,,Normal,,
3704-1,Marjorie Mouse,Junior,Fabuland,,1982.0,2.0,1.0,,/minifigs/inset-3704-1,$1.50,"New: Not known, Used: $8",,,,Normal,,
3706-1,Ernie Elephant,Junior,Fabuland,,1982.0,2.0,1.0,,/minifigs/inset-3706-1,,"New: $30, Used: $6",3.0,2,,Normal,,
3707-1,Clara Cow,Junior,Fabuland,,1982.0,2.0,1.0,,/minifigs/inset-3707-1,,"New: $20, Used: $7",3.0,1review,,Normal,,
3708-1,Rufus Rabbit,Junior,Fabuland,,1982.0,3.0,1.0,,/minifigs/inset-3708-1,,"New: $22, Used: $6",3.5,2,,Normal,,
3781-1,Maximillian Mouse,Junior,Fabuland,,1982.0,4.0,1.0,,/minifigs/inset-3781-1,,"New: Not known, Used: $11",,,,Normal,,
3782-1,Paul Parrot,Junior,Fabuland,,1982.0,4.0,1.0,,/minifigs/inset-3782-1,,"New: $21, Used: $9",2.0,1review,"Camera, Motorcycle",Normal,,
3784-1,Hugo Hog the Tinker,Junior,Fabuland,,1982.0,4.0,1.0,,/minifigs/inset-3784-1,,"New: $22, Used: $7",4.0,1review,,Normal,,
3786-1,Boris Bulldog,Junior,Fabuland,,1982.0,8.0,1.0,,/minifigs/inset-3786-1,,"New: $30, Used: $6",5.0,1review,"Mail, Post",Normal,,
4005-1,Tug Boat,Modern day,Boats,,1982.0,66.0,1.0,,/minifigs/inset-4005-1,$10.00,"New: Not known, Used: $23",4.4,8,"Boat, Floats On Water, Ship",Normal,Box,
4015-1,Freighter,Modern day,Boats,,1982.0,80.0,2.0,,/minifigs/inset-4015-1,,"New: Not known, Used: $63",4.0,7,"Boat, Cargo Ship, Container Ship, Floats On Water, Ship",Normal,Box,
4025-1,Fire Boat,Modern day,Boats,,1982.0,150.0,3.0,,/minifigs/inset-4025-1,,"New: $275, Used: $26",4.5,2,"Boat, Fire Boat, Fire Ship, Floats On Water, Ship",Normal,Box,
5235-2,Schoolroom,Vintage themes,Homemaker,,1982.0,231.0,0.0,,,,"New: Not known, Used: $93",,,"Baseplate, Blackboard, Furniture, Maxifig, School, USA",Normal,,US only.
6302-1,Mini-Figure Set,Modern day,Town,Accessories,1982.0,25.0,6.0,,/minifigs/inset-6302-1,,"New: $77, Used: $30",5.0,2,Minifigure Pack,Normal,Box,
6308-1,Policemen,Modern day,Town,Accessories,1982.0,20.0,4.0,,/minifigs/inset-6308-1,,"New: Not known, Used: $6",,,"Minifigure Pack, Police",Normal,Box,
6362-1,Post Office,Modern day,Town,Postal,1982.0,133.0,1.0,,/minifigs/inset-6362-1,,"New: $329, Used: $38",4.7,10,"Baseplate, Delivery Truck, Mail, Pickup Truck, Post, Post Office",Normal,Box,
6372-1,Town House,Modern day,Town,Leisure,1982.0,217.0,2.0,,/minifigs/inset-6372-1,,"New: $784, Used: $57",4.8,4,"Baseplate, Bbq, Bedroom, House, Kitchen",Normal,Box,
6607-1,Service Truck,Modern day,Town,Maintenance,1982.0,25.0,1.0,,/minifigs/inset-6607-1,,"New: $66, Used: $4",4.0,5,Service Vehicle,Normal,Box,
6608-1,Tractor,Modern day,Town,Maintenance,1982.0,21.0,1.0,,/minifigs/inset-6608-1,,"New: $68, Used: $3",3.5,4,Tractor,Normal,Box,
6651-1,Mail Truck,Modern day,Town,Postal,1982.0,47.0,1.0,,/minifigs/inset-6651-1,,"New: $167, Used: $12",4.2,5,"Delivery Truck, Mail, Post",Normal,Box,
6653-1,Highway Maintenance Truck,Modern day,Town,Maintenance,1982.0,56.0,1.0,,/minifigs/inset-6653-1,,"New: $36 , Used: $11",4.5,4,"Service Vehicle, Truck",Normal,Box,Included in 1967-2 
6685-1,Fire Copter 1,Modern day,Town,Fire,1982.0,99.0,1.0,,/minifigs/inset-6685-1,,"New: $268, Used: $10",4.9,7,"Aircraft, Fire, Fire Helicopter, Helicopter, Propeller Aircraft",Normal,Box,
6880-1,Surface Explorer,Action/Adventure,Space,Classic,1982.0,82.0,1.0,,/minifigs/inset-6880-1,$7.50,"New: $134, Used: $23",4.0,4,Ground Vehicle,Normal,,See also 1593-1 
6890-1,Cosmic Cruiser,Action/Adventure,Space,Classic,1982.0,115.0,1.0,,/minifigs/inset-6890-1,$11.00,"New: $270, Used: $32",4.8,4,Spaceship,Normal,,
6950-1,Mobile Rocket Transport,Action/Adventure,Space,Classic,1982.0,209.0,2.0,,/minifigs/inset-6950-1,,"New: $410, Used: $71",4.6,7,"Ground Vehicle, Launcher, Rocket",Normal,,
8030-1,Universal Set,Technical,Technic,Universal,1982.0,141.0,0.0,,,,"New: Not known, Used: $13",3.7,3,"Car, Dragster, Functional Steering, Go Kart, Jeep, Windmill",Normal,Box,
8050-1,Universal Motor Set,Technical,Technic,Universal,1982.0,141.0,0.0,,,," New: Not known, Used: $50",4.0,1review,"Aircraft, Crane, Electric, Electric Motor, Functional Steering, Helicopter, Robot",Normal,Box,4.5 V
8090-1,Universal Set,Technical,Technic,Universal,1982.0,266.0,0.0,,,,"New: Not known, Used: $85",,,"Aircraft, Helicopter, Truck, Windmill",Normal,Box,
8700-1,Power Pack,Technical,Technic,Supplementary,1982.0,26.0,0.0,/inventories/8700-1,,,"New: $68, Used: $29",5.0,1review,"4.5V, Electric, Electric Motor",Normal,Box,
8846-1,Tow Truck,Technical,Technic,,1982.0,379.0,0.0,,,,"New: Not known, Used: $43",4.7,3,"Tow Truck, Truck",Normal,Box,
50YOP-1,50 Years of Play,Miscellaneous,Books,LEGO,1982.0,,0.0,,,,"New: Not known, Used: Not known",,,,Book,,Published by the LEGO Group on the occasion of its 50th anniversary in August 1982.
710-3,"Basic Building Set, 7+",Basic,Basic,,1983.0,364.0,2.0,,/minifigs/inset-710-3,,"New: Not known, Used: $54",,,"Baseplate, Furniture, House, School, Surfing, Van",Normal,Box,
757-1,Storage Tray Red,Miscellaneous,Gear,Storage,1983.0,,0.0,,,,"New: Not known, Used: $23",,,Storage,Gear,,
758-1,Storage Tray Blue,Miscellaneous,Gear,Storage,1983.0,,0.0,,,,"New: Not known, Used: $23",,,Storage,Gear,,
1031-1,Building Cards - 1030,Educational,Dacta,,1983.0,20.0,0.0,,,$15.75,"New: Not known, Used: $12",,,Technic,Normal,,
1055-1,Mini Basic Pack,Educational,Dacta,,1983.0,,0.0,,,,"New: Not known, Used: Not known",,,,Normal,,
1126-1,Jack,Miscellaneous,Service Packs,,1983.0,2.0,0.0,,,,"New: $3, Used: $1",,,Polybag,Normal,Polybag,
1161-1,Pump cylinder,Miscellaneous,Service Packs,Technic,1983.0,1.0,0.0,,,,"New: $11, Used: Not known",,,"Pneumatic, Polybag",Normal,Polybag,
1593-1,Super Model Building Instructions,Action/Adventure,Space,Classic,1983.0,313.0,2.0,,/minifigs/inset-1593-1,,"New: Not known, Used: $215",2.2,6,"Ground Vehicle, Spaceship",Normal,,"Parts from sets 6880 and 6929 are used for making a super model. In the UK, this set was available from the makers of Persil washing powder and it was also available in Germany. See also 6880-1 6929-1 "
1907-1,Crecer Feliz Giftbox,Pre-school,Duplo,,1983.0,2.0,0.0,,,,"New: Not known, Used: Not known",,,Clown,Normal,,
1911-1,Basic Set,Basic,Basic,,1983.0,34.0,0.0,,,,"New: $23, Used: Not known",,,"Brick Built Animals, Brick Built Figure",Normal,Box,
1912-1,Car,Basic,Basic,,1983.0,20.0,0.0,,,,"New: $7, Used: $2",,,"Car, Mcdonalds, Microscale, Polybag",Normal,Polybag,Promotional release with McDonald's Happy Meals.
1913-1,Boat,Basic,Basic,,1983.0,27.0,0.0,,,,"New: $2, Used: $1",,,"Boat, Mcdonalds, Microscale, Polybag",Normal,Polybag,Promotional release with McDonald's Happy Meals.
1914-1,Helicopter,Basic,Basic,,1983.0,20.0,0.0,,,,"New: $6, Used: $2",,,"Helicopter, Mcdonalds, Microscale, Polybag, Propeller Aircraft",Normal,Polybag,Promotional release with McDonald's Happy Meals.
1915-1,Aircraft,Basic,Basic,,1983.0,20.0,0.0,,,,"New: $6, Used: $2",3.0,1review,"Aircraft, Mcdonalds, Microscale, Polybag",Normal,Polybag,Promotional release with McDonald's Happy Meals.
